InstanceId,InstanceName,InstanceType,InstanceState,Region
i-0818ac515b90e0724,pcm-search-api-qa-blue,m4.xlarge,running,us-east-1
i-03e32efe22eac61e3,OADashboard-API-v2-uat,t3a.medium,running,us-east-1
i-0e6d0335c13f08bd7,Developer-UI-Uat,t2.medium,running,us-east-1
i-0b9114691c1ba938c,Payments-Service-Prod,t3.small,running,us-east-1
i-09d68297d0aeb4629,Censored-Content-API-Prod-1,m3.medium,running,us-east-1
i-0b8211be918a06874,eb-use1-ap-pe-licenses-srv-ubx2-api-p,m5a.large,running,us-east-1
i-0d0ca4a6f086543c6,pcm-search-api-uat-green,m4.xlarge,running,us-east-1
i-0cd56ea8d33719557,asg-use1-ap-pe-platform-core-services-p,m5a.large,running,us-east-1
i-03f44ee7c93dc4b4e,ecs-use1-ap-pe-entitlement-service-ubx2-fat-api-p,m5a.large,running,us-east-1
i-0fed95d748b2df856,ecs-use1-ap-pe-productbundle-service-ubx2-api-p,m5a.large,running,us-east-1
i-0ac70197deb5edb37,,t2.medium,running,us-east-1
i-0260794f24013a0e5,eb-use1-ap-pe-jobs-service-ubx2-api-p-b,m5a.large,running,us-east-1
i-0d6265854edcff0fd,asg-use1-ap-pe-platform-core-services-d,m5a.large,running,us-east-1
i-02856c012b007bef3,asg-use1-ap-pe-platform-core-services-t,m5a.large,running,us-east-1
i-0afcce9c6415c552b,ecs-use1-ap-pe-licenses-service-ubx2-api-p,m5a.large,running,us-east-1
i-002cc077f71328c54,Payments-Service-Uat,t3.medium,running,us-east-1
i-098ff0a26c80ff88f,eb-use1-ap-pe-search-ubx2-api-p,m5a.large,running,us-east-1
i-0fa806ec9b26df229,,t3.medium,running,us-east-1
i-0180bf6f5633df38e,pcm-api-uat-green,m4.xlarge,running,us-east-1
i-0a936f110e1114b61,pcm-api-dev-blue,t2.medium,running,us-east-1
i-0ba3390472a4acee8,eb-use1-ap-pe-changeset-srv-ubx2-api-p,m5a.large,running,us-east-1
i-0238a507a462903a0,asg-use1-ap-pe-platform-core-services-u,m5a.large,running,us-east-1
i-09825e4ea152ad5cf,ecs-use1-ap-pe-productbundle-service-ubx2-api-p,m5a.large,running,us-east-1
i-02de512996e87cc6a,identity-ui-ubx-prod-green,t2.medium,running,us-east-1
i-00ae487d5ec9a59c5,ecs-use1-ap-pe-entitlement-service-ubx2-fat-api-p,m5a.large,running,us-east-1
i-033b9572671d4e7ae,pcm-search-api-prod-green,m5a.large,running,us-east-1
i-05f98d30f7f78bd88,eb-use1-ap-pe-jobs-service-ubx2-api-p,m5a.large,running,us-east-1
i-0719bebdd2484176f,pcm-api-prod-blue,m5a.large,running,us-east-1
i-01eb1b8a58cec7fa0,Developer-UI-Dev,t2.medium,running,us-east-1
i-024111819199a6db9,eb-use1-ap-pe-changeset-srv-ubx2-api-p,m5a.large,running,us-east-1
i-0355d77a88d3161a3,Informatica_Secure_Agent-dev-2,m5.4xlarge,running,us-east-1
i-04e9d15e3313b7950,df-orders-vendor-batch-processor,m5a.large,running,us-east-1
i-046ad0cf7cd88f512,,t3.medium,running,us-east-1
i-03797ddc58fcb006d,asg-use1-ap-pe-platform-core-services-t,m5a.large,running,us-east-1
i-0b4a29bd02f3821be,asg-use1-ap-pe-platform-core-services-u,m5a.large,running,us-east-1
i-0b922cfd1278ace11,,t3.medium,running,us-east-1
i-09dca27a07461337c,pcm-search-api-uat-green,m4.xlarge,running,us-east-1
i-090b0f20d3e24ef74,eb-use1-ap-pe-quotes-client-oad-web-u-v,m5a.large,running,us-east-1
i-0bb15e427546571f8,Ecommerce-Cart-Service-Uat,t3.small,running,us-east-1
i-0314890004fec8a5e,pcm-api-prod-blue,m5a.large,running,us-east-1
i-092a75d29fe0b0770,pcm-api-prod-blue,m5a.large,running,us-east-1
i-071572e47dab894b9,pcm-search-api-prod-green,m5a.large,running,us-east-1
i-0065ae4f1ef369866,eb-use1-ap-pe-search-ubx2-api-p,m5a.large,running,us-east-1
i-0c6a673b34aa6dc55,pcm-search-api-dev-green,t2.medium,running,us-east-1
i-0777ca6f57347e742,eb-use1-ap-pe-jobs-service-ubx2-api-p-b,m5a.large,running,us-east-1
i-0970d68ff59d0fe8e,Ecommerce-Cart-Service-Dev,t3.small,running,us-east-1
i-05dd693cc1b8627ab,Usage-Report-API-Ubx2-Prod-2,t3.medium,running,us-east-1
